youtube_id,title,channel_title,channel_id,description,tags,view_count,like_count,dislike_count,comment_count,tmdb_id,similarity_score
zSMHmtaoXtI,"The Book of Eli (2010) Official Trailer - Denzel Washington, Mila Kunis Movie HD",Movieclips Classic Trailers,UCTCjFFoX1un-j7ni4B6HJ3Q,"The Book of Eli (2010) Official Trailer - Denzel Washington, Mila Kunis Movie HD
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.","['movieclips', 'movie clips', 'movieclipstrailers', 'new trailers', 'trailers HD', 'hd', 'trailers', 'movieclipsDOTcom', 'trailer', '2013', 'official', 'HD', 'zefr', 'classic trailers', 'oldhollywoodtrailers', 'denzel washington', 'mila kunis', 'gary oldman', 'post apocalypse', 'hughes brothers', 'the bible', 'God', 'walking in faith', 'hope', 'thriller', 'intense', 'atticus ross', 'the book of eli', 'the book of eli trailer']",1842910,6814,356,532,20504,0.4018218623481782
kAMUv22y1og,"""The Book of Eli"" - Official Trailer [HD HQ]",watchCulturetainment,UCuJXQzdMnQuNGkYJqgIwb-w,"Coming to theatres on January 15, 2010
Starring Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Michael Gambon, Evan Jones, Jennifer Beals.

In The Book of Eli, Denzel Washington stars as a lone warrior named Eli, who fights his way across the desolate wasteland of near-future America to realize his destiny and deliver the knowledge that can bring civilization back from the brink of destruction and save the future of humanity.","['the', 'book', 'of', 'eli', 'film', 'official', 'trailer', 'Denzel Washington', 'Gary Oldman', 'Mila Kunis', 'Ray Stevenson', 'armageddon', 'fallout', '2012']",3325499,4505,322,1983,20504,0.5
c-hSjx1PzKU,El Libro De Eli - Trailer Español,Javier Perez,UC09K-LEq5S1290bdF3XstaQ,El Libro De Eli - Trailer Español - www.GranIlusion.com,"['el', 'libro', 'de', 'eli', 'trailer', 'español', 'meveo']",222374,405,34,9,20504,0.1
w3c6KBkjx-4,The Book of Eli - Trailer (Deutsch),Moviepilot Trailer,UCwKG44S4aQjptecj40-ItRQ,Alle Infos auf http://www.moviepilot.de,"['trailer', 'new', 'toyoutube', 'warner', 'deutsch']",434644,647,57,100,20504,0.35714285714285715
-6IX1nWqW3o,The Book of Eli (2010) - Street Shootout Scene (5/10) | Movieclips,Movieclips,UC3gNmTGu-TTbFPpfSs5kNkg,"The Book of Eli - Street Shootout: When Carnegie's (Gary Oldman) men attack, Eli (Denzel Washington) takes them all down single-handedly.
BUY THE MOVIE: https://www.fandangonow.com/details/movie/the-book-of-eli-2010/1MV9e39f64934c7d0f3890568840f923f6c?cmp=Movieclips_YT_Description

Watch the best The Book of Eli scenes & clips:
https://www.youtube.com/playlist?list=PLZbXA4lyCtqoJ416b7xix-Y590qt7hXNi

FILM DESCRIPTION:
Thirty years after war turned the world into a wasteland, a lone warrior named Eli (Denzel Washington) marches across the ruined landscape, carrying hope for humanity's redemption. Only one other man (Gary Oldman) understands the power of what Eli carries, and he is determined to take it for himself. Though Eli prefers peace, he will risk death to protect his precious cargo, for he must fulfill his destiny to help restore mankind.

CREDITS:
TM & © Warner Bros. (2010)
Cast: Denzel Washington, Gary Oldman, Jennifer Beals, Mila Kunis, Ray Stevenson
Director: Albert Hughes, Allen Hughes
Screewriter: Gary Whitta

Watch More:
► Fresh New Clips: http://bit.ly/2taDWqW
► Classic Trailers: http://bit.ly/2qTCxHF
► Hot New Trailers: http://bit.ly/2qThrsF
► Clips From Movies Coming Soon: http://bit.ly/2FrP8VL
► Indie Movie Clips: http://bit.ly/2qTZMRE
► Deleted Scenes: http://bit.ly/2ARbLPJ
► Bloopers: http://bit.ly/2qYmBnc
► Celebrity Interviews: http://bit.ly/2D4tzw4

Fuel Your Movie Obsession: 
► Subscribe to MOVIECLIPS: http://bit.ly/2CZa490
► Watch Movieclips ORIGINALS: http://bit.ly/2D3sipV
► Like us on FACEBOOK: http://bit.ly/2DikvkY
► Follow us on TWITTER: http://bit.ly/2mgkaHb
► Follow us on INSTAGRAM: http://bit.ly/2mg0VNU

The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes, and lines from all your favorite films. Made by movie fans, for movie fans.","['book of eli film', 'book of eli movie', 'book of eli full movie', 'book of eli denzel washington', 'book of eli denzel washington blind', 'book of eli gary oldman', 'book of eli mila kunis', 'book of eli part', 'book of eli clip', 'book of eli scene', 'book of eli bridge fight scene', 'book of eli mila kunis sunglasses', 'book of eli ending scene', 'book of eli blind reveal', 'book of eli first fight scene', 'book of eli shootout scene', 'denzel washington movies', 'book of eli cannibals']",89280,834,16,155,20504,-0.19428733031674209
aRK4YcnTtIk,The Book of Eli (2010) - Pray for Me Scene Scene (7/10) | Movieclips,Movieclips,UC3gNmTGu-TTbFPpfSs5kNkg,"The Book of Eli - Pray for Me: After getting his hands on the Bible, Carnegie (Gary Oldman) shoots Eli (Denzel Washington).
BUY THE MOVIE: https://www.fandangonow.com/details/movie/the-book-of-eli-2010/1MV9e39f64934c7d0f3890568840f923f6c?cmp=Movieclips_YT_Description

Watch the best The Book of Eli scenes & clips:
https://www.youtube.com/playlist?list=PLZbXA4lyCtqoJ416b7xix-Y590qt7hXNi

FILM DESCRIPTION:
Thirty years after war turned the world into a wasteland, a lone warrior named Eli (Denzel Washington) marches across the ruined landscape, carrying hope for humanity's redemption. Only one other man (Gary Oldman) understands the power of what Eli carries, and he is determined to take it for himself. Though Eli prefers peace, he will risk death to protect his precious cargo, for he must fulfill his destiny to help restore mankind.

CREDITS:
TM & © Warner Bros. (2010)
Cast: Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson
Director: Albert Hughes, Allen Hughes
Screewriter: Gary Whitta

Watch More:
► Fresh New Clips: http://bit.ly/2taDWqW
► Classic Trailers: http://bit.ly/2qTCxHF
► Hot New Trailers: http://bit.ly/2qThrsF
► Clips From Movies Coming Soon: http://bit.ly/2FrP8VL
► Indie Movie Clips: http://bit.ly/2qTZMRE
► Deleted Scenes: http://bit.ly/2ARbLPJ
► Bloopers: http://bit.ly/2qYmBnc
► Celebrity Interviews: http://bit.ly/2D4tzw4

Fuel Your Movie Obsession: 
► Subscribe to MOVIECLIPS: http://bit.ly/2CZa490
► Watch Movieclips ORIGINALS: http://bit.ly/2D3sipV
► Like us on FACEBOOK: http://bit.ly/2DikvkY
► Follow us on TWITTER: http://bit.ly/2mgkaHb
► Follow us on INSTAGRAM: http://bit.ly/2mg0VNU

The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes, and lines from all your favorite films. Made by movie fans, for movie fans.","['book of eli film', 'book of eli movie', 'book of eli full movie', 'book of eli denzel washington', 'book of eli denzel washington blind', 'book of eli gary oldman', 'book of eli mila kunis', 'book of eli part', 'book of eli clip', 'book of eli scene', 'book of eli bridge fight scene', 'book of eli mila kunis sunglasses', 'book of eli ending scene', 'book of eli blind reveal', 'book of eli first fight scene', 'book of eli shootout scene', 'denzel washington movies', 'book of eli cannibals']",64855,363,10,32,20504,-0.17392373923739238
1K45RdE2qlk,"Valentine's Day (2010) Official Trailer - Julia Roberts, Jamie Foxx Movie HD",Movieclips Classic Trailers,UCTCjFFoX1un-j7ni4B6HJ3Q,"Valentine's Day (2010) Official Trailer - Julia Roberts, Jamie Foxx Movie HD
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.","['movieclips', 'movieclipstrailers', 'new trailers', 'trailers HD', 'hd', 'trailers', 'trailer', '2013', 'official', 'HD', 'zefr', 'classic trailers', ""valentine's day"", ""valentine's day trailer"", '2010', 'LA', 'los angeles', 'couples', 'ensemble cast', 'valentine', 'Garry Marshall', 'Julia Roberts', 'Jamie Foxx', 'Anne Hathaway', 'Jessica Alba', 'Kathy Bates', 'Jessica Biel', 'Bradley Cooper', 'Patrick Dempsey', 'Jennifer Garner', 'Topher Grace', 'topher grace', 'Ashton Kutcher', 'Queen Latifah', 'Taylor Lautner', 'taylor swift', 'love', 'romance', 'comedy']",1968745,9822,222,263,32856,0.26181818181818184
4gS8P8NE3Gk,VALENTINE'S DAY (2010) - Official Movie Trailer,soundfan,UCK8GCZ69870w7ZduDhTmE6Q,"Valentine's Day (2010)
Director: Garry Marshall
Starring: Julia Roberts, Jamie Foxx, Anne Hathaway, Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jennifer Garner, Topher Grace, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts and Taylor Swift.


I do NOT own this video or right to it. The rights of this video go towards the movie company and the people who created this movie.


trailer teaser sneak peak featurette ellen interview new hq hd 720p 1080p 720 1080 2011 2010 2012 2013 2014 deleted scene movie film awards official hot sexy funny theatrical original score tv spot Friday night cowboys and aliens thor Don't Be Afraid Of The Dark The Adventures Of Tintin The Secret Of The Unicorn the twilight saga breaking dawn trailer official 2011 part 1 new moon eclipse 2 The Muppets contagion x-men first class Sherlock Holmes A Game Of Shadows midnight in paris harry potter and the deathly hallows part 2 green lantern scream 5 super 8 hugo cabret pirates of the caribbean 5 Captain America The First Avenger Mission Impossible Ghost Protocol the hangover part II 2 Transformers The Dark Of The Moon The Wolverine war horse Girl With the Dragon Tattoo now titanic 3d #1 #2 national treasure 3 horrible bosses the tree of life The Three Musketeers star wars the smurfs Beginners Submarine Beautiful Boy the trip poppers penguins cars 2 Winnie the Pooh another earth cowboys and aliens crazy stupid love the devil's double the hobbit part interview trailer official 2011 2012","['trailer', 'teaser', 'sneak', 'peak', 'featurette', 'interview', 'new', 'hq', 'hd', '2011', '2010', '2012', '2013', '2014', 'movie', 'film', 'official', 'hot', 'sexy', 'funny', 'theatrical', 'twilight', 'breaking', 'dawn', ""velentine's"", 'day']",37342,153,8,11,32856,0.3803921568627451
JA2z8rHk8k0,Valentine's Day  - Official Trailer HD,antonia dobrea,UCw9hVa9r1rwudmkCnghdCqQ,"Plot: Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.

release date: 12 feb 2010 USA","[""Valentine's"", 'Day', 'Trailer', 'Movie', 'Preview', 'Romantic', 'Comedy', 'trailer', 'Jessica', 'Alba', 'Kathy', 'Bates', 'Biel', 'Bradley', 'Cooper', 'Eric', 'Dane', 'Patrick', 'Dempsey', 'Hector', 'Elizondo', 'Jamie', 'Foxx', 'jennifer', 'Garner', 'Topher', 'Grace', 'Anne', 'Hathaway', 'Carter', 'Jenkins', 'Ashton', 'Kutcher', 'Queen', 'Latifah', 'Taylor', 'Lautner', 'super', 'comedy', 'romance', 'love', 'story', 'top', 'movie', 'official', 'valentines', 'day', 'fun', 'entertainment', 'great', 'actors', 'Historias', 'de', 'San', 'Valentín', 'Idas', 'Vindas', 'do', 'Amor', 'День', 'святого', 'Валентина', 'Valentinstag']",52685,104,7,2,32856,0.4545454545454546
gPmMkDaEJUw,Valentine's Day Trailer,Warner Bros NL,UCtS8hD5lhZTgHZAKeD89CFA,"Valentine's Day draait vanaf 11 februari in de bioscoop!

Wil je meer weten over Valentine's Day? Ga dan naar http://www.valentinesdayfilm.nl


Valentine's Day is een romantische komedie van de maker van Pretty Woman, waarin verschillende koppels in Los Angeles gevolgd worden. Iedereen beleeft op zijn of haar eigen manier liefde en vriendschap gedurende de meest liefdevolle dag van het jaar: Valentijnsdag.

Regie is in handen van Garry Marshall (Pretty Woman), met in de hoofdrollen Jessica Alba (Fantastic Four), Oscar®-winnaar Kathy Bates (Misery), Jessica Biel (I Now Pronounce You Chuck & Larry), Bradley Cooper (The Hangover), Eric Dane ( Greys Anatomy), Patrick Dempsey (Enchanted), Hector Elizondo (de Princess Diaries films), Oscar®-winnaar winner Jamie Foxx (Ray), Jennifer Garner (Juno), Topher Grace (Spider-Man 3), Anne Hathaway (Rachel Getting Married), Ashton Kutcher (What Happens in Vegas), Queen Latifah (Chicago), Taylor Lautner (The Twilight Saga: New Moon), George Lopez (Beverly Hills Chihuahua), Oscar®-winnaar Shirley MacLaine (Terms of Endearment), Emma Roberts (Hotel for Dogs), Oscar®-winnaar winner Julia Roberts (Erin Brockovich) en singer-songwriter Taylor Swift.","[""Valentine's Day"", 'Valentine', 'Valentijnsdag', 'Day', 'comedy', 'komedie', 'romantisch', 'grappig', 'liefde', 'Garry Marshall', 'Jessica Alba', 'Kathy Bates', 'Jessica Biel', 'Bradley Cooper', 'Eric Dane', 'Patrick Dempsey', 'Hector Elizondo', 'Jamie Foxx', 'Jennifer Garner', 'Topher Grace', 'Anne Hathaway', 'Ashton Kutcher', 'Queen Latifah', 'Taylor Lautner', 'George Lopez', 'Shirley Maclaine', 'Emma Roberts', 'Julia Roberts', 'Taylor Swift', 'Nederlands', 'Dutch']",117898,112,14,11,32856,0.4112903225806452
9Xx7SJXw6Lw,Final Fantasy X/X-2 HD -- Valentine's Day Trailer,IGN,UCKy1dAqELo0zrOtPkf0eTMw,Help Tidus and crew save the world of Spira from calamity in HD.,"['Trailer', 'PlayStation 3', 'Final Fantasy X / X-2 HD Remaster', 'games', 'PlayStation Vita']",27601,726,43,173,32856,0.2074829931972789
GOlV6wZLkjY,The Longest Ride | Valentine's Day Trailer [HD] | 20th Century FOX,20th Century Studios,UC2-BeLxzUBSs0uSrmzWhJuQ,"An early Valentine's Day present from The Longest Ride.

Based on the bestselling novel by master storyteller Nicholas Sparks, THE LONGEST RIDE centers on the star-crossed love affair between Luke, a former champion bull rider looking to make a comeback, and Sophia, a college student who is about to embark upon her dream job in New York City’s art world.  As conflicting paths and ideals test their relationship, Sophia and Luke make an unexpected connection with Ira, whose memories of his own decades-long romance with his beloved wife deeply inspire the young couple.  Spanning generations and two intertwining love stories, THE LONGEST RIDE explores the challenges and infinite rewards of enduring love.

Buy tickets now! 
http://fox.co/LongestRideTickets

In Theaters - April 10, 2015

Cast: Scott Eastwood. Britt Robertson, Alan Alda, Oona Chaplin, Jack Huston

Music is ‘Waiting Game’ by Banks. Get it now on iTunes: https://itunes.apple.com/us/album/waiting-game/id866276916?i=866276964

SUBSCRIBE: http://bit.ly/FOXSubscribe

Connect with The Longest Ride Online: 
Visit The Longest Ride WEBSITE: http://fox.co/LongestRideSite
Like The Longest Ride on FACEBOOK: http://fox.co/LongestRideFB
Follow The Longest Ride on TWITTER: http://fox.co/LongestRideTwitter
Follow The Longest Ride on INSTAGRAM: http://fox.co/LongestRideInstagram
+1 The Longest Ride on GOOGLE +: http://fox.co/LongestRideGplus
Follow The Longest Ride on PINTEREST:
http://fox.co/TheLongestRidePinterest
Follow The Longest Ride on TUMBLR:
http://fox.co/TheLongestRideTumblr

About 20th Century FOX:
Official YouTube Channel for 20th Century Fox Movies. Home of Avatar, Aliens, X-Men, Die Hard, Deadpool, Ice Age, Alvin and the Chipmunks, Rio, Peanuts, Maze Runner, Planet of the Apes, Wolverine and many more.

Connect with 20th Century FOX Online:
Visit the 20th Century FOX WEBSITE: http://bit.ly/FOXMovie
Like 20th Century FOX on FACEBOOK: http://bit.ly/FOXFacebook
Follow 20th Century FOX on TWITTER: http://bit.ly/TwitterFOX

The Longest Ride | Valentine's Day Trailer [HD] | 20th Century FOX
http://www.youtube.com/user/FoxMovies","['The Longest Ride', ""Valentine's Day (Holiday)"", 'Trailer', 'Scott Eastwood (Film Actor)', 'Britt Robertson (Film Actor)', 'Nicholas Sparks (Author)', 'Bull Riding', 'Love', 'Love story', 'Romance', 'Jack Huston (Film Actor)', 'Alan Alda (Film Actor)', 'yt:quality=high', 'star crossed lovers', 'World War II (Military Conflict)', 'Sophia Danko', 'Ira', 'Luke Collins', 'Adaptation (Literature Subject)', 'Memories', 'Reflection', 'Lost love', 'Car Crash', '20th Century Fox (Production Company)', 'Story', 'Film (Media Genre)']",2528437,4801,132,224,32856,0.20393120393120392
5iaYLCiq5RM,"""Shutter Island"" - Official Trailer [HD]",watchCulturetainment,UCuJXQzdMnQuNGkYJqgIwb-w,"For even darker trailers, visit now http://www.facebook.com/horrornymphs and also don't miss THIS twisted trailer http://www.youtube.com/watch?v=RaXjkMtyhmI

Leo & The Insanes live on Shutter Island? :)
Coming on Feb 19, 2010.
Starring: Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Michelle Williams, Patricia Clarkson, Max von Sydow

Shutter Island is the story of two U.S. marshals, Teddy Daniels (Leonardo DiCaprio) and Chuck Aule (Mark Ruffalo), who are summoned to a remote and barren island off the coast of Massachusetts to investigate the mysterious disappearance of a murderess from the islands fortress-like hospital for the criminally insane.","['shutter', 'island', 'film', 'movie', 'official', 'trailer', 'insane', 'Leonardo', 'DiCaprio', 'Mark', 'Ruffalo', 'Ben', 'Kingsley', 'Michelle', 'Williams', 'Patricia', 'Clarkson', 'Max', 'von', 'Sydow', 'se7en']",11599783,42929,1012,5302,11324,0.5349206349206349
v8yrZSkKxTA,Shutter Island (2010) Trailer #1 | Movieclips Classic Trailers,Movieclips Classic Trailers,UCTCjFFoX1un-j7ni4B6HJ3Q,"Check out the official Shutter Island (2010) trailer starring Leonardo DiCaprio! Let us know what you think in the comments below.
► Buy or Rent on FandangoNOW: https://www.fandangonow.com/details/movie/shutter-island-2010/1MV7c4873c3877674ff67241376b6ea0acd?ele=searchresult&elc=shutter%20islan&eli=0&eci=movies?cmp=MCYT_YouTube_Desc 

Starring: Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo
Directed By: Martin Scorsese
Synopsis: In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.

Watch More Classic Trailers:
► Horror Films: http://bit.ly/2D21x45
► Dramas: http://bit.ly/2tefVm2
► Sci-Fi Movies: http://bit.ly/2msyb5C

Fuel Your Movie Obsession: 
► Subscribe to CLASSIC TRAILERS: http://bit.ly/2D01HJi
► Watch Movieclips ORIGINALS: http://bit.ly/2D3sipV
► Like us on FACEBOOK: http://bit.ly/2DikvkY 
► Follow us on TWITTER: http://bit.ly/2mgkaHb
► Follow us on INSTAGRAM: http://bit.ly/2mg0VNU

Subscribe to the Fandango MOVIECLIPS CLASSIC TRAILERS channel to rediscover all your favorite movie trailers and find a classic you may have missed.","['Detective', 'Doctor', 'Police Officer', 'Mind-Bending', 'Hospital', 'Madness', 'Shutter Island', 'Shutter Island movie', 'Shutter Island movie trailer', 'Shutter Island trailer', 'Shutter Island trailer 2010', 'Shutter Island official trailer', 'trailer', 'trailers', 'movie trailers', '2010 trailers', 'movieclips', 'classic', 'fandango', '2010', 'Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Martin Scorsese', 'Mystery', 'Thriller']",660614,4694,103,224,11324,0.25337186897880537
vmvDCDC9Ylc,Shutter Island (2010) trailer español,MrARANDAX,UCW-p3fyLbg04lGXoLOtjuOg,"http://cinediario.com  Verano de 1954. Los agentes federales Teddy Daniels y Chuck Aule son destinados a una remota isla de la bahia de Boston para investigar la desaparicion de una  peligrosa asesina recluida en el hospital psiquiátrico Ashecliffe, un centro  penitenciario dirigido por el siniestro doctor Cawley. Pronto descubriran que el centro guarda muchos secretos, y que la isla esconde algo mas peligroso que los pacientes...","['SHUTTER', 'ISLAND', '2010', 'trailer', 'español', 'leonardo', 'dicaprio', 'martin', 'scorsese']",38775,78,0,4,11324,0.2995049504950495
-F1-sTyGvwA,Shutter Island (1/8) Movie CLIP - You Have to Let Me Go (2010) HD,Movieclips,UC3gNmTGu-TTbFPpfSs5kNkg,"Shutter Island movie clips: http://j.mp/1L680Hi
BUY THE MOVIE: http://j.mp/znmPjN
Don't miss the HOTTEST NEW TRAILERS: http://bit.ly/1u2y6pr

CLIP DESCRIPTION:
Teddy (Leonardo Dicaprio) dreams of his wife, Dolores (Michelle Williams).

FILM DESCRIPTION:
Martin Scorsese and Leonardo DiCaprio team up for a fourth time for this adaptation of Shutter Island, a novel by Dennis Lehane (Mystic River). The film opens in 1954 as World War II veteran and current federal marshal Teddy Daniels (Leonardo DiCaprio) and his new partner, Chuck (Mark Ruffalo), ferry to Shutter Island, a water-bound mental hospital housing the criminally insane. They have been asked to investigate the disappearance of Rachel Solando (Emily Mortimer), a patient admitted to the asylum after she murdered her three children. As Teddy quizzes Dr. Cawley (Ben Kingsley), the head of the institution, he begins to suspect that the authorities in charge might not be giving him the whole truth, and that a terrible fate may befall all the patients in the spooky Ward C -- a unit devoted to the most heinous of the hospital's inmates. Complicating matters further, Teddy has a secret of his own -- the arsonist who murdered his wife is incarcerated on Shutter Island. Driven to confront his wife's killer, and stranded on the island because of a hurricane, Teddy must unravel the secrets of the eerie place before succumbing to his own madness. Max von Sydow, Emily Mortimer, Michelle Williams, Patricia Clarkson, and Jackie Earle Haley round out the supporting cast.

CREDITS:
TM & © Paramount (2010)
Cast: Leonardo DiCaprio, Michelle Williams
Director: Martin Scorsese
Producers: Chris Brigham, Brad Fischer, Amy Herman, Laeta Kalogridis, Dennis Lehane, Mike Medavoy, Arnold Messer, Gianni Nunnari, Louis Phillips, Joseph P. Reidy, Martin Scorsese, Emma Tillinger
Screenwriters: Laeta Kalogridis, Dennis Lehane

WHO ARE WE?
The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes and lines from all your favorite films. Made by movie fans, for movie fans.

SUBSCRIBE TO OUR MOVIE CHANNELS:
MOVIECLIPS: http://bit.ly/1u2yaWd
ComingSoon: http://bit.ly/1DVpgtR
Indie & Film Festivals: http://bit.ly/1wbkfYg
Hero Central: http://bit.ly/1AMUZwv
Extras: http://bit.ly/1u431fr
Classic Trailers: http://bit.ly/1u43jDe
Pop-Up Trailers: http://bit.ly/1z7EtZR
Movie News: http://bit.ly/1C3Ncd2
Movie Games: http://bit.ly/1ygDV13
Fandango: http://bit.ly/1Bl79ye
Fandango FrontRunners: http://bit.ly/1CggQfC

HIT US UP:
Facebook: http://on.fb.me/1y8M8ax
Twitter: http://bit.ly/1ghOWmt
Pinterest: http://bit.ly/14wL9De
Tumblr: http://bit.ly/1vUwhH7","['shutter island', 'shutter island clip', 'shutter island soundtrack', 'shutter island part 1', 'leonardo dicaprio', 'michelle williams', 'water videos', '20th century period pieces', 'crime dramas', 'crime thrillers', 'drama', 'dramas based on the book', 'mystery', 'psychological thrillers', 'thriller', 'joseph p reidy', 'chris brigham', 'martin scorsese', 'gianni nunnari', 'mike medavoy', 'arnold messer', 'brad fischer', 'louis phillips', 'amy herman', 'movie clips', 'movieclipsdotcom', '#AMG:V+++422205', '/m/0dvmd', '/m/03mp9s']",687269,4333,72,408,11324,-0.12392506142506143
_pYlFauEuT0,"Shutter Island Trailer Bloopers, Sarah.mov",Chris Bhang,UCOm0QfHGFim8cNLfupQPoBQ, ,"['Seattle', 'Urban', 'Academy']",383,2,2,0,11324,0.25
aarIAYou7Ok,"Scorsese, DiCaprio Journey to 'Shutter Island'",Associated Press,UC52X5wxOL_s5yw0dQk7NtgA,"Leonardo DiCaprio reunites with director Martin Scorsese in 'Shutter Island,"" a psychological thriller set at a hospital for the criminally insane. (Feb. 10)","[""'Shutter"", ""Island'"", 'associated press', 'AP', 'AP youtube', 'associated press youtube', 'AP online', 'ap associated press', 'ap news', 'associated press style', 'news', 'breaking news', 'latest news', 'business', 'finance', 'politics', 'local news', 'commentary', 'reports', 'breaking', 'current affairs', 'top news', 'headlines', 'news today']",8416,23,1,0,11324,0.2456896551724138
xko1Mx5w4tg,Percy Jackson & the Olympians: The Lightning Thief HD Movie Trailer,vuk vucko,UC1anlenXp6oHQA1M_BVWCfQ,"It's the 21st century, but the gods of Mount Olympus and assorted monsters have walked out of the pages of high school student Percy Jackson's Greek mythology texts and into his life. And they're not happy: Zeus' lightning bolt has been stolen, and Percy is the prime suspect. Even more troubling is the sudden disappearance of Percy's mother. As Percy finds himself caught between angry and battling gods, he and his friends embark on a cross-country adventure to catch the true lightning thief, save Percy's mom, and unravel a mystery more powerful than the gods themselves.","['Percy', 'Jackson', 'the', 'Olympians:', 'The', 'Lightning', 'Thief', 'HD', 'Movie', 'Trailer']",6863802,17107,1294,6431,32657,0.4993506493506493
R86InkfdboA,Percy Jackson and the Lightning Thief - HD Trailer,20th Century Studios AU,UC1AJxP0vC_yqPUtr2MQttRQ,"It's the 21st century, but the gods of Mount Olympus and assorted monsters have walked out of the pages of high school student Percy Jackson's Greek mythology texts and into his life. And they're not happy: Zeus' lightning bolt has been stolen, and Percy is the prime suspect. Even more troubling is the sudden disappearance of Percy's mother.

As Percy adapts to his newly discovered status as a demigod, he finds himself caught between the battling titans of Mt. Olympus. He and his friends embark on a cross-country adventure to catch the true lightning thief, save Percy's mom, and unravel a mystery more powerful than the gods themselves.

PERCY JACKSON AND THE LIGHTNING THIEF - IN CINEMAS 11 FEBRUARY 2010","['percy jackson', 'lightning thief', 'Mount Olympus', 'Greek mythology', 'new film']",149552,782,47,92,32657,0.4031620553359684
rNhV8dk6W2M,Percy Jackson & the Olympians: The Lightning Thief | Trailer | 20th Century FOX,20th Century Studios,UC2-BeLxzUBSs0uSrmzWhJuQ,"From the director of Harry Potter and the Sorcerer's Stone comes the upcoming 'Percy Jackson & the Olympians: The Lightning Thief.' Due out in Feb. 2010, and adapted from 'The Lightning Thief,' the first novel in the 'Percy Jackson & the Olympians' series by Rick Riordan. Its young leading man, Percy, discovers that he's the son of a Greek god ... and the adventure begins.

SUBSCRIBE: http://bit.ly/FOXSubscribe

Connect with Percy Jackson: The Lightning Thief Online:
Visit the Percy Jackson: The Lightning Thief WEBSITE: http://bit.ly/SeaOfMonstersSite
Like Percy Jackson: The Lightning Thief on FACEBOOK: http://bit.ly/SeaOfMonstersFB
Follow Percy Jackson: The Lightning Thief TWITTER: http://bit.ly/SeaOfMonstersTwitter

About 20th Century FOX:
Official YouTube Channel for 20th Century Fox Movies. Home of Avatar, Aliens, X-Men, Die Hard, Deadpool, Ice Age, Alvin and the Chipmunks, Rio, Peanuts, Maze Runner, Planet of the Apes, Wolverine and many more.

Connect with 20th Century FOX Online:
Visit the 20th Century FOX WEBSITE: http://bit.ly/FOXMovie
Like 20th Century FOX on FACEBOOK: http://bit.ly/FOXFacebook
Follow 20th Century FOX on TWITTER: http://bit.ly/TwitterFOX

Percy Jackson & the Olympians: The Lightning Thief | Trailer | 20th Century FOX
http://www.youtube.com/user/FoxMoviesthe","['percy', 'jackson', 'olympians', 'lightning', 'thief', 'official', 'trailer', 'fantasy', 'Rick Riordan', 'Chris Columbus', 'FOX Movies', '20th Century FOX', '20th Century FOX Trailers', 'FOX Movie', 'Upcoming Movies', 'FOX Movie Trailers', 'FOX Trailers', 'FOX Movie Clips', 'Movies', 'Action', 'Adventure', 'Horror', 'Fantasy', 'Thriller', 'Drama', 'Sci-Fi', 'Comedy', 'yt:quality=high']",237083,512,46,122,32657,0.3961136023916293
