youtube_id,title,channel_title,channel_id,description,release_date,tags,view_count,like_count,dislike_count,comment_count,tmdb_id,similarity_score
ti0H-bvMi3I,Twilight Breaking Dawn Part 2 Trailer 2 (HD),FRESH Movie Trailers,UCzNWVDZQ55bjq8uILZ7_wyQ,"Twilight Breaking Dawn Part 2 Trailer # 2. 
★ Sub NOW ► http://bit.ly/TRAiLERS ★ Join us on Facebook ►http://bit.ly/LoveAndCinema
♥  Best ROMANCES are HERE ➨ http://bit.ly/Best-Romances

The Full Lenght Version of the New Trailer (which has been previewed @ MTV VMA) of the anticipated new chapter of Twilight series ""Breaking Dawn Part 2"". Don't underestimate Bella : her time as a human is over, but she never felt more alive ! Join official Twilight saga facebook ! http://www.facebook.com/twilight

Suscribe now to get the best movie trailers, clips and videos !",2012-09-08T11:28:47Z,"['twilight trailer', 'complete', 'breaking dawn', 'twilight 5', 'trailer 2', 'mtv', 'hd', 'full length', 'trailer', 'vma', 'twilight', 'Twilight Breaking Dawn Part 2 Movie', 'breaking dawn part 2']",17335112,43225,2769,7020,50620,0.3330721003134796
5xOSoONDpY4,Twilight Breaking Dawn Part 2 Official Trailer,FRESH Movie Trailers,UCzNWVDZQ55bjq8uILZ7_wyQ,"Twilight Breaking Dawn Part 2 Official Trailer. 
★ Join us on Facebook ►http://facebook.com/OnlyBlockbusters

After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child... But the Volturi come back !

Become a fan on Facebook - http://www.facebook.com/twilight
Follow on Twitter - http://www.twitter.com/twilight 

Twilight Breaking Dawn Part 2 Official Trailer. New trailer for Twilight 5 ! The movie, directed by Bill Condon and starring Kristen Stewart, Robert Pattinson, Taylor Lautner, Dakota Fanning, Ashley Greene, Kellan Lutz, Michael Sheen, Nikki Reed and Mackenzie Foy as Renesmee, opens November 16, 2012. 

Suscribe now to get all trailers, teasers and movie clips !",2012-06-20T11:27:40Z,"['twilight breaking dawn part 2', 'Official', 'Part 2', 'Trailer 2', 'Breaking Dawn', 'Twilight Breaking Dawn Part 2 Movie', 'New', 'Teaser', 'Twilight', 'Stewart', 'Twilight 5', 'Pattinson', 'Trailer']",38040822,89976,13408,22843,50620,0.5392648287385129
PQNLfo-SOR4,THE TWILIGHT SAGA: BREAKING DAWN Part 1 - Trailer,The Twilight Saga,UCilIp91ZEYtKE7_gV07rrvA,"Become a fan on Facebook - http://www.facebook.com/twilight

The highly anticipated fourth installment of The Twilight Saga, directed by Academy Award® winner Bill Condon, THE TWILIGHT SAGA: BREAKING DAWN -- PART 1 reveals the mysteries of this romantic epic that has entranced millions. In theaters now.",2011-09-13T13:23:23Z,"['Twilight', 'Saga', 'Breaking', 'Dawn', 'Robert', 'Pattinson', 'Kristen', 'Stewart', 'Taylor', 'Lautner', 'Trailer', 'HD', 'Bella', 'Edward', 'Jacob', 'Wedding', 'Event', 'Vampire', 'Stephenie', 'Meyer', 'Movie']",9921839,27872,1481,3878,50620,0.4581081081081081
mhMeyxpO7uQ,The Twilight Saga: Breaking Dawn Part 2 DVD/Blu-Ray Trailer,The Twilight Saga,UCilIp91ZEYtKE7_gV07rrvA,"On DVD, Blu-Ray and Digital Download Midnight March 2, 2013",2013-02-08T01:24:21Z,"['Twilight', 'Twilight (series)']",133148,1455,47,146,50620,0.36363636363636365
5gRpIQfvNLA,THE TWILIGHT SAGA: BREAKING DAWN - PART 2 - Teaser Trailer,The Twilight Saga,UCilIp91ZEYtKE7_gV07rrvA,"Become a fan on Facebook - http://www.facebook.com/twilight
Follow on Twitter - http://www.twitter.com/twilight

The astonishing conclusion to the series, THE TWILIGHT SAGA: BREAKING DAWN -- PART 2, illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions",2012-03-26T10:01:14Z,"['Twilight', 'Saga', 'Breaking', 'Dawn', 'Robert', 'Pattinson', 'Kristen', 'Stewart', 'Taylor', 'Lautner', 'Trailer', 'HD', 'Bella', 'Edward', 'Jacob', 'Wedding', 'Event', 'Vampire', 'Stephenie', 'Meyer', 'Movie']",11901951,24656,3364,5287,50620,0.5014492753623189
nkpMcNAMkxU,Twilight Saga breaking Dawn part 2 - Official trailer VO BIL,Belgafilms,UCYRL_cYSyDS8W9BXyi0lm3A,"Derde trailer van The Twilight Saga: Breaking - Dawn Part 2 vanaf 14 november in de Belgische bioscopen! - Troisième bande-annonce de The Twilight Saga: Breaking Dawn - Part 2, dès le 14 novembre dans les salles belges !",2012-09-10T09:23:14Z,"['Twilight (series)', 'Breaking dawn part 2', 'Twilight saga', 'Bella Edward Cullen', 'Robert Pattinson (Actor)', 'Taylor Lautner (Actor)', 'Kristen Stewart (Actor)', 'movie', 'trailer']",4292,15,0,0,50620,0.4097902097902098
aPLiBxhoug0,Rise of the Guardians: Official Trailer,Peacock Kids,UCY26xU0-avwTJ6F6TzUZVEw,"RISE OF THE GUARDIANS TRAILER
Website: http://bit.ly/IZBGVk
Facebook: http://on.fb.me/JTOa3g
iPhone/iPad App: http://bit.ly/Mlpv9C

Join your beloved childhood legends as they join forces to protect the children of the world in DreamWorks Animation's RISE OF THE GUARDIANS. Legends Unite on November 21st!

US Release: November 21, 2012

Starring: Chris Pine (Jack Frost), Alec Baldwin (North), Hugh Jackman (Bunnymund), Isla Fisher (Tooth Fairy), Jude Law (Pitch)

Director: Peter Ramsey",2012-03-28T17:00:48Z,"['william joyce', 'teaser', 'jude law', 'bill joyce', 'jack frost', 'toothfairy', 'hugh jackman', 'pitch', 'paramount pictures', 'isla fisher', '3D', 'alec baldwin', 'dakota gayo', 'tooth', 'guardians', 'YouTube Kids', 'dreamworks animation', 'guardians of childhood', 'trailer', 'dreamworks', 'official trailer', 'moonbot', 'easter bunny', 'animation', 'santa', 'north', 'chris pine', 'paramount', 'rise of the guardians', 'teaser trailer', 'bunnymund', 'rise of the guardians trailer', 'peter ramsey']",6547047,19569,725,0,81188,0.6238095238095238
yd71LWhCO4s,Rise of the Guardians: Official Trailer 2,Peacock Kids,UCY26xU0-avwTJ6F6TzUZVEw,"RISE OF THE GUARDIANS - TRAILER 2
Website: http://bit.ly/IZBGVk
Facebook: http://on.fb.me/JTOa3g
iPhone/iPad App: http://bit.ly/Mlpv9C

Join your beloved childhood legends as they join forces to protect the children of the world in DreamWorks Animation's RISE OF THE GUARDIANS. Legends Unite on November 21st!

US Release: November 21, 2012

Starring: Chris Pine (Jack Frost), Alec Baldwin (North), Hugh Jackman (Bunnymund), Isla Fisher (Tooth Fairy), Jude Law (Pitch)

Director: Peter Ramsey",2012-07-06T18:41:59Z,"['dreamworks', '3D', 'isla fisher', 'santa', 'teaser', 'william joyce', 'sandman', 'easter bunny', 'paramount', 'jack frost', 'toothfairy', 'north', 'YouTube Kids', 'alec baldwin', 'animation', 'chris pine', 'hugh jackman', 'dakota gayo', 'rise of the guardians', 'official trailer', 'trailer', 'pitch', 'dreamworks animation', 'bill joyce', 'rise of the guardians trailer', 'rotg', 'guardians', 'paramount pictures', 'jude law', 'guardians of childhood', 'tooth', 'peter ramsey', 'bunnymund', 'teaser trailer', 'moonbot']",9934630,42971,2008,3313,81188,0.5512129380053908
eDb61CeHT1I,"Rise of the Guardians TRAILER 3 (2012) - Alec Baldwin, Jude Law Movie HD",Movieclips Coming Soon,UCkR0GY0ue02aMyM-oxwgg9g,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Rise of the Guardians TRAILER 3 (2012) - Alec Baldwin, Jude Law Movie HD


RISE OF THE GUARDIANS is an epic & magical adventure that tells the story of Santa Claus, the Easter Bunny, the Tooth Fairy, the Sandman, and Jack Frost - legendary characters with previously unknown extraordinary abilities. When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces to protect the hopes, beliefs and imagination of children everywhere.",2012-10-31T00:57:17Z,"['movieclips', 'rise of the guardians trailer', 'Rise of the guardians HD', 'rise of the guardians', 'animated', 'HD', 'chris pine', 'isla fisher', 'hugh jackman', 'alec baldwin', 'jude law', 'dakota goyo', 'new trailers', 'santa claus', 'Christmas movie', 'holiday movie', 'Christmas', 'reindeer', 'easter bunny', 'tooth fairy', 'alexandre desplat', 'guillermo del toro', 'trailer 2', 'pans labyrinth', 'characters', 'heroes', 'myths', 'legends', 'jack frost', 'etimmons']",190520,831,28,0,81188,0.41428571428571426
s-kzZWb0BLI,'Rise of the Guardians' Trailer HD,hollywoodstreams,UCpo2fJvnalYlwN97ehhyfBQ,"http://www.hollywood.com
'Rise of the Guardians' Trailer HD
Starring: Chris Pine, Alec Baldwin, Hugh Jackman, Isla Fisher, Jude Law",2012-03-28T18:10:16Z,"['animated film', 'trailer', 'fairytales', 'guardians', 'dreamworks']",55176,834,25,210,81188,0.4107142857142857
